500@[0.89445018768310547, 0.90750956535339355, 0.86149042844772339, 0.91889196634292603, 0.9230344295501709, 0.92393743991851807, 0.91005593538284302, 0.8763960599899292, 0.91927522420883179, 0.9261595606803894, 0.91694808006286621]
550@[0.89821928739547729, 0.90875458717346191, 0.84451055526733398, 0.93158727884292603, 0.92596012353897095, 0.92018872499465942, 0.90854275226593018, 0.86831516027450562, 0.92743974924087524, 0.91752290725708008, 0.90533739328384399]
600@[0.91633820533752441, 0.91998112201690674, 0.82650738954544067, 0.9357190728187561, 0.93790751695632935, 0.93567633628845215, 3.0881848942954093e-05, 0.88913196325302124, 0.93818706274032593, 0.93677294254302979, 0.92788785696029663]
650@[0.90106755495071411, 0.92854106426239014, 0.83262383937835693, 0.94005447626113892, 0.93915528059005737, 0.94946277141571045, 9.3465141617343761e-06, 0.86460089683532715, 0.94178342819213867, 0.92764455080032349, 0.92472940683364868]
700@[0.89783769845962524, 0.9176374077796936, 0.7725110650062561, 0.93443185091018677, 0.94286447763442993, 0.94464170932769775, 4.4336011342238635e-06, 0.88411754369735718, 0.9514007568359375, 0.92625969648361206, 0.92146468162536621]
750@[0.880393385887146, 0.90405941009521484, 0.75109922885894775, 0.93637007474899292, 0.93457865715026855, 0.94141209125518799, 3.0905023322702618e-06, 0.85986489057540894, 0.94628387689590454, 0.9316401481628418, 0.90085029602050781]
800@[0.87472981214523315, 0.92065554857254028, 0.74192923307418823, 0.93967145681381226, 0.94350588321685791, 0.95256125926971436, 2.2655069642496528e-07, 0.87077146768569946, 0.94902783632278442, 0.93256545066833496, 0.9055977463722229]
850@[0.85961705446243286, 0.89666646718978882, 0.72542428970336914, 0.93961852788925171, 0.94171392917633057, 0.94430875778198242, 3.3328000359489351e-09, 0.85892212390899658, 0.9505571722984314, 0.93486571311950684, 0.90712368488311768]
900@[0.85564833879470825, 0.92373931407928467, 0.65112555027008057, 0.94287014007568359, 0.94798493385314941, 0.94603288173675537, 2.3310802177434198e-09, 0.83881229162216187, 0.94860810041427612, 0.93464219570159912, 0.8952210545539856]
950@[0.85561186075210571, 0.92162948846817017, 0.72589683532714844, 0.95254331827163696, 0.94986337423324585, 0.94730472564697266, 2.7378757039286938e-09, 0.84577500820159912, 0.95716202259063721, 0.94029957056045532, 0.91062420606613159]
1000@[0.89775937795639038, 0.92151778936386108, 0.61534965038299561, 0.949177086353302, 0.9420090913772583, 0.94600653648376465, 1.8787297051403584e-08, 0.82952415943145752, 0.95626389980316162, 0.94040107727050781, 0.92090493440628052]
1050@[0.86623317003250122, 0.92381715774536133, 0.65076982975006104, 0.9565010666847229, 0.9438396692276001, 0.95531153678894043, 5.0665920348080817e-09, 0.85658270120620728, 0.95877760648727417, 0.94080007076263428, 0.92431175708770752]
1100@[0.90779030323028564, 0.92751395702362061, 0.72040325403213501, 0.95835787057876587, 0.95988482236862183, 0.9583403468132019, 8.3472679079932277e-07, 0.86854517459869385, 0.96234440803527832, 0.94929099082946777, 0.93331873416900635]
